INDEX,URI_1,URI_2,TRUTH
60,https://w3id.org/scholarlydata/organisation/mit-csail,https://w3id.org/scholarlydata/organisation/massachusetts-institute-of-technology,1
61,https://w3id.org/scholarlydata/organisation/mit,https://w3id.org/scholarlydata/organisation/massachusetts-institute-of-technology,1
62,https://w3id.org/scholarlydata/organisation/universitat-leipzig,https://w3id.org/scholarlydata/organisation/universitaet-leipzig,1
63,https://w3id.org/scholarlydata/organisation/sti-international,https://w3id.org/scholarlydata/organisation/deri-universitaet-innsbruck,0
64,https://w3id.org/scholarlydata/organisation/norwegian-university-of-science-and-technology,https://w3id.org/scholarlydata/organisation/ntnu,1
65,https://w3id.org/scholarlydata/organisation/sti-innsbruck,https://w3id.org/scholarlydata/organisation/deri-universitaet-innsbruck,0
66,https://w3id.org/scholarlydata/organisation/sti-innsbruck-university-of-innsbruck,https://w3id.org/scholarlydata/organisation/deri-universitaet-innsbruck,0
67,https://w3id.org/scholarlydata/organisation/sapienza-university-of-rome,https://w3id.org/scholarlydata/organisation/sapienza-universita-di-roma,1
68,https://w3id.org/scholarlydata/organisation/ef-stefan-institute,https://w3id.org/scholarlydata/organisation/jozef-stefan-institute,1
69,https://w3id.org/scholarlydata/organisation/school-of-itee-the-university-of-queensland,https://w3id.org/scholarlydata/organisation/the-university-of-queensland,0
70,https://w3id.org/scholarlydata/organisation/university-of-maryland-baltimore-county,https://w3id.org/scholarlydata/organisation/university-of-maryland,1
71,https://w3id.org/scholarlydata/organisation/university-of-maryland-college-park,https://w3id.org/scholarlydata/organisation/university-of-maryland,1
72,https://w3id.org/scholarlydata/organisation/university-of-wuerzburg,https://w3id.org/scholarlydata/organisation/universitaet-wuerzburg,1
73,https://w3id.org/scholarlydata/organisation/university-of-innsbruck,https://w3id.org/scholarlydata/organisation/deri-universitaet-innsbruck,1
74,https://w3id.org/scholarlydata/organisation/fzi-research-center-for-information-technology,https://w3id.org/scholarlydata/organisation/fzi-forschungszentrum-informatik,1
75,https://w3id.org/scholarlydata/organisation/knoesis-center-wright-state-university,https://w3id.org/scholarlydata/organisation/wright-state-university,0
76,https://w3id.org/scholarlydata/organisation/saarland-university,https://w3id.org/scholarlydata/organisation/university-of-saarland,1
77,https://w3id.org/scholarlydata/organisation/university-of-trento,https://w3id.org/scholarlydata/organisation/university-of-trento-italy,1
78,https://w3id.org/scholarlydata/organisation/ibm-corporation,https://w3id.org/scholarlydata/organisation/ibm,1
79,https://w3id.org/scholarlydata/organisation/microsoft-corporation,https://w3id.org/scholarlydata/organisation/microsoft,1
80,https://w3id.org/scholarlydata/organisation/dipartimento-di-informatica-universita-di-bari,https://w3id.org/scholarlydata/organisation/university-of-bari,0
81,https://w3id.org/scholarlydata/organisation/disi-university-of-trento,https://w3id.org/scholarlydata/organisation/university-of-trento-italy,0
82,https://w3id.org/scholarlydata/organisation/tu-vienna,https://w3id.org/scholarlydata/organisation/vienna-university-of-technology,1
83,https://w3id.org/scholarlydata/organisation/national-technical-university-of-athens,https://w3id.org/scholarlydata/organisation/national-and-technical-university-of-athens,1
84,https://w3id.org/scholarlydata/organisation/ibm-tj-watson-research-center,https://w3id.org/scholarlydata/organisation/ibm-watson-research-center,1
85,https://w3id.org/scholarlydata/organisation/ibm-watson,https://w3id.org/scholarlydata/organisation/ibm-watson-research-center,1
86,https://w3id.org/scholarlydata/organisation/informazione-disi---university-of-trento,https://w3id.org/scholarlydata/organisation/university-of-trento-italy,0
87,https://w3id.org/scholarlydata/organisation/l3s,https://w3id.org/scholarlydata/organisation/l3s-research-center,1
88,https://w3id.org/scholarlydata/organisation/tu-wien,https://w3id.org/scholarlydata/organisation/vienna-university-of-technology,1
89,https://w3id.org/scholarlydata/organisation/university-of-economics,https://w3id.org/scholarlydata/organisation/university-of-economics-prague,1
90,https://w3id.org/scholarlydata/organisation/ibm-t-j-watson-research-center,https://w3id.org/scholarlydata/organisation/ibm-watson-research-center,1
91,https://w3id.org/scholarlydata/organisation/unsw,https://w3id.org/scholarlydata/organisation/university-of-new-south-wales,1
92,https://w3id.org/scholarlydata/organisation/university-mannheim,https://w3id.org/scholarlydata/organisation/university-of-mannheim,1
93,https://w3id.org/scholarlydata/organisation/institute-of-computer-science-forth,https://w3id.org/scholarlydata/organisation/forth-ics,1
94,https://w3id.org/scholarlydata/organisation/dresden-university-of-technology,https://w3id.org/scholarlydata/organisation/tu-dresden,1
95,https://w3id.org/scholarlydata/organisation/aristotle-university-of-thessaloniki,https://w3id.org/scholarlydata/organisation/aristotle-university-of-thessaloniki-greece,1
96,https://w3id.org/scholarlydata/organisation/university-of-calabria,https://w3id.org/scholarlydata/organisation/deis-university-of-calabria,0
97,https://w3id.org/scholarlydata/organisation/irit-univ-toulouse-le-mirail,https://w3id.org/scholarlydata/organisation/irit-universite-toulouse-le-mirail,1
98,https://w3id.org/scholarlydata/organisation/mit,https://w3id.org/scholarlydata/organisation/mit-csail,0
99,https://w3id.org/scholarlydata/organisation/informatica-trentina,https://w3id.org/scholarlydata/organisation/informatica-trentina-s-p-a,1
100,https://w3id.org/scholarlydata/organisation/shanghai-jiao-tong-university,https://w3id.org/scholarlydata/organisation/shanghai-jiao-tong-university-china,1
101,https://w3id.org/scholarlydata/organisation/university-of-duisburg-essen,https://w3id.org/scholarlydata/organisation/universitaet-duisburg-essen,1
102,https://w3id.org/scholarlydata/organisation/department-of-computer-science-tsinghua-university,https://w3id.org/scholarlydata/organisation/tsinghua-university,1
103,https://w3id.org/scholarlydata/organisation/friedrich-schiller-university-of-jena,https://w3id.org/scholarlydata/organisation/university-of-jena-germany,1
104,https://w3id.org/scholarlydata/organisation/mitre,https://w3id.org/scholarlydata/organisation/the-mitre-corporation,1
105,https://w3id.org/scholarlydata/organisation/university-of-seville,https://w3id.org/scholarlydata/organisation/universidad-de-sevilla,1
106,https://w3id.org/scholarlydata/organisation/delft-university-of-technology,https://w3id.org/scholarlydata/organisation/tu-delft,1
107,https://w3id.org/scholarlydata/organisation/university-of-applied-science-northweastern-switzerland,https://w3id.org/scholarlydata/organisation/university-of-applied-sciences-northwestern-switzerland,1
108,https://w3id.org/scholarlydata/organisation/engineering-ingegneria-informatica,https://w3id.org/scholarlydata/organisation/engineering-ingegneria-informatica-spa,1
109,https://w3id.org/scholarlydata/organisation/siemens-ag,https://w3id.org/scholarlydata/organisation/siemens,1
110,https://w3id.org/scholarlydata/organisation/university-of-nantes---lina,https://w3id.org/scholarlydata/organisation/university-of-nantes,0
111,https://w3id.org/scholarlydata/organisation/university-of-naples-federico-ii,https://w3id.org/scholarlydata/organisation/universita-federico-ii-di-napoli,1
112,https://w3id.org/scholarlydata/organisation/friedrich-schiller-university-jena,https://w3id.org/scholarlydata/organisation/university-of-jena-germany,1
113,https://w3id.org/scholarlydata/organisation/university-of-the-basque-country,https://w3id.org/scholarlydata/organisation/basque-country-university,1
114,https://w3id.org/scholarlydata/organisation/university-of-helsinki-and-aalto-university-school-of-science,https://w3id.org/scholarlydata/organisation/aalto-university-and-university-of-helsinki,1
115,https://w3id.org/scholarlydata/organisation/linkoeping-university,https://w3id.org/scholarlydata/organisation/linkoping-university,1
116,https://w3id.org/scholarlydata/organisation/yahoo-laboratories,https://w3id.org/scholarlydata/organisation/yahoo-labs,1
117,https://w3id.org/scholarlydata/organisation/bt-innovate,https://w3id.org/scholarlydata/organisation/bt,1
118,https://w3id.org/scholarlydata/organisation/google,https://w3id.org/scholarlydata/organisation/google-inc,1
119,https://w3id.org/scholarlydata/organisation/oracle,https://w3id.org/scholarlydata/organisation/oracle-corporation,1
120,https://w3id.org/scholarlydata/organisation/knoesis-wright-state-university,https://w3id.org/scholarlydata/organisation/kno-e-sis-wright-state-university,1
121,https://w3id.org/scholarlydata/organisation/technische-universitaet-muenchen,https://w3id.org/scholarlydata/organisation/technical-university-of-munich,1
122,https://w3id.org/scholarlydata/organisation/ibm-almaden-research-center,https://w3id.org/scholarlydata/organisation/ibm-research-almaden,1
123,https://w3id.org/scholarlydata/organisation/dipartimento-di-informatica-university-of-bari,https://w3id.org/scholarlydata/organisation/dipartimento-di-informatica---university-of-bari,1
124,https://w3id.org/scholarlydata/organisation/ibm-t-j-watson-research,https://w3id.org/scholarlydata/organisation/ibm-tj-watson-research,1
125,https://w3id.org/scholarlydata/organisation/seevl-net-mdg-web-ltd,https://w3id.org/scholarlydata/organisation/seevlnet-mdg-web-ltd,1
126,https://w3id.org/scholarlydata/organisation/zaporozhye-national-university,https://w3id.org/scholarlydata/organisation/zaporozhye-national-univ,1
127,https://w3id.org/scholarlydata/organisation/,https://w3id.org/scholarlydata/organisation/national-technical-university-of-athens-ntua,0
128,https://w3id.org/scholarlydata/organisation/citec-universitaet-bielefeld,https://w3id.org/scholarlydata/organisation/citec-universitat-bielefeld,1
129,https://w3id.org/scholarlydata/organisation/europeana-vu-university-amsterdam,https://w3id.org/scholarlydata/organisation/europeana--vu-university-amsterdam,1
130,https://w3id.org/scholarlydata/organisation/inria-sophia-antipolis-mediterranee,https://w3id.org/scholarlydata/organisation/inria-sophia-antipolis---mediterranee,1
131,https://w3id.org/scholarlydata/organisation/the-open-university-knowledge-media-institute,https://w3id.org/scholarlydata/organisation/the-open-university---knowledge-media-institute,1
132,https://w3id.org/scholarlydata/organisation/university-of-amsterdam,https://w3id.org/scholarlydata/organisation/universiteit-van-amsterdam,1
133,https://w3id.org/scholarlydata/organisation/university-of-applied-sciences-st-poelten,https://w3id.org/scholarlydata/organisation/university-of-applied-sciences-st-polten,1
134,https://w3id.org/scholarlydata/organisation/university-pantheon-sorbonne-paris-i,https://w3id.org/scholarlydata/organisation/university-pantheon---sorbonne-paris-i,1
135,https://w3id.org/scholarlydata/organisation/vienna-university-of-economics-and-business-wu-wien,https://w3id.org/scholarlydata/organisation/vienna-university-of-economics-and-business---wu-wien,1
136,https://w3id.org/scholarlydata/organisation/universite-catholique-de-louvain,https://w3id.org/scholarlydata/organisation/fnrs-universilte-catholique-de-louvain,0
137,https://w3id.org/scholarlydata/organisation/technische-universitat-dresden,https://w3id.org/scholarlydata/organisation/technische-universitaet-dresden,1
138,https://w3id.org/scholarlydata/organisation/universitat-bremen,https://w3id.org/scholarlydata/organisation/university-of-bremen,1
139,https://w3id.org/scholarlydata/organisation/,https://w3id.org/scholarlydata/organisation/universidade-federal-de-pernambuco-ufpe,0
140,https://w3id.org/scholarlydata/organisation/,https://w3id.org/scholarlydata/organisation/vienna-university-of-economy-and-business-wu,0
141,https://w3id.org/scholarlydata/organisation/inserm-umrs-872-eq-20-15-rue-de-l-ecole-de-medecine-75006-paris-france,https://w3id.org/scholarlydata/organisation/ecole-de-medecine-75006-paris-france,1
142,https://w3id.org/scholarlydata/organisation/ontology-engineering-group-universidad-politecnica-de-madrid,https://w3id.org/scholarlydata/organisation/ontology-engineering-group---universidad-politecnica-de-madrid,1
143,https://w3id.org/scholarlydata/organisation/universite-paris-13-cnr-istc,https://w3id.org/scholarlydata/organisation/universite-paris-13--cnr-istc,1
144,https://w3id.org/scholarlydata/organisation/dfki--w3c-fellow,https://w3id.org/scholarlydata/organisation/dfki---w3c-fellow,1
145,https://w3id.org/scholarlydata/organisation/liasensma,https://w3id.org/scholarlydata/organisation/lias-ensma,1
146,https://w3id.org/scholarlydata/organisation/puc-rio,https://w3id.org/scholarlydata/organisation/puc---rio,1
147,https://w3id.org/scholarlydata/organisation/bristol-university,https://w3id.org/scholarlydata/organisation/university-of-bristol,1
148,https://w3id.org/scholarlydata/organisation/kdz-centre-for-public-administration-research,https://w3id.org/scholarlydata/organisation/nist,0
149,https://w3id.org/scholarlydata/organisation/harvard-medical-school,https://w3id.org/scholarlydata/organisation/harvard-medical-school-department-of-neuro,0
150,https://w3id.org/scholarlydata/organisation/the-university-of-arizona,https://w3id.org/scholarlydata/organisation/university-of-arizona,1
151,https://w3id.org/scholarlydata/organisation/at-t,https://w3id.org/scholarlydata/organisation/att,1
152,https://w3id.org/scholarlydata/organisation/university-of-luebeck,https://w3id.org/scholarlydata/organisation/university-of-lubeck,1
153,https://w3id.org/scholarlydata/organisation/ibm-research-tokyo,https://w3id.org/scholarlydata/organisation/ibm-tokyo-research-laboratory,1
154,https://w3id.org/scholarlydata/organisation/ecole-des-mines-de-saint-etienne,https://w3id.org/scholarlydata/organisation/ecole-nationale-superieure-des-mines-de-saint-etienne,1
155,https://w3id.org/scholarlydata/organisation/isoco-sa,https://w3id.org/scholarlydata/organisation/isoco-s-a,1
156,https://w3id.org/scholarlydata/organisation/centria-universidade-nova-de-lisboa,https://w3id.org/scholarlydata/organisation/universidade-nova-de-lisboa,1
157,https://w3id.org/scholarlydata/organisation/inria-sophia,https://w3id.org/scholarlydata/organisation/inria-sophia-antipolis,1
158,https://w3id.org/scholarlydata/organisation/bell-labs-alcatel-lucent,https://w3id.org/scholarlydata/organisation/bell-labs,1
159,https://w3id.org/scholarlydata/organisation/epimorphics,https://w3id.org/scholarlydata/organisation/epimorphics-ltd,1
160,https://w3id.org/scholarlydata/organisation/university-of-lyon,https://w3id.org/scholarlydata/organisation/universite-de-lyon,1
161,https://w3id.org/scholarlydata/organisation/ibm-china-research-laboratory,https://w3id.org/scholarlydata/organisation/ibm-china-research-lab,1
162,https://w3id.org/scholarlydata/organisation/swiss-federal-institute-for-forest-snow-and-landscape-research,https://w3id.org/scholarlydata/organisation/swiss-federal-institute-for-forest,1
163,https://w3id.org/scholarlydata/organisation/institute-for-scientific-interchange-foundation,https://w3id.org/scholarlydata/organisation/institute-for-scientific-interchange-isi-foundation,1
164,https://w3id.org/scholarlydata/organisation/university-of-jyvaeskylae,https://w3id.org/scholarlydata/organisation/university-of-jyvaskyla,1
165,https://w3id.org/scholarlydata/organisation/hong-kong-university-of-science-and-technology,https://w3id.org/scholarlydata/organisation/hkust,1
166,https://w3id.org/scholarlydata/organisation/national-centre-for-text-mining-university-of-manc,https://w3id.org/scholarlydata/organisation/national-centre-for-text-mining-university-of-manchester,1
167,https://w3id.org/scholarlydata/organisation/universita-di-torino,https://w3id.org/scholarlydata/organisation/universite-di-torino,1
168,https://w3id.org/scholarlydata/organisation/leibniz-university-hannover,https://w3id.org/scholarlydata/organisation/leibniz-universitat-hannover,1
169,https://w3id.org/scholarlydata/organisation/shippensburg-university,https://w3id.org/scholarlydata/organisation/ibm,0
170,https://w3id.org/scholarlydata/organisation/federal-university-of-espirito-santo,https://w3id.org/scholarlydata/organisation/university-of-vigo,0
171,https://w3id.org/scholarlydata/organisation/huawei-technologies-co-ltd,https://w3id.org/scholarlydata/organisation/vrije-universiteit-amsterdam-fac-sciences-dept-computer-science,0
172,https://w3id.org/scholarlydata/organisation/university-of-rennes,https://w3id.org/scholarlydata/organisation/the-institute-of-scientific-and-industrial-research-isir-osaka-university,0
173,https://w3id.org/scholarlydata/organisation/florida-international-university,https://w3id.org/scholarlydata/organisation/national-ict-australia,0
174,https://w3id.org/scholarlydata/organisation/university-of-cagliari,https://w3id.org/scholarlydata/organisation/johannes-kepler-university-linz-austria,0
175,https://w3id.org/scholarlydata/organisation/institute-of-automation-chinese-academy-of-science,https://w3id.org/scholarlydata/organisation/vassar-college,0
176,https://w3id.org/scholarlydata/organisation/hasso-plattner-institute,https://w3id.org/scholarlydata/organisation/department-of-computer-science-and-technology-school-of-computer-national-university-of-defense-technology-china,0
177,https://w3id.org/scholarlydata/organisation/google-research,https://w3id.org/scholarlydata/organisation/universit-de-technologie-de-troyes-utt,0
178,https://w3id.org/scholarlydata/organisation/university-of-west-bohemia,https://w3id.org/scholarlydata/organisation/vienna-university-of-economics-and-business-wu-wien,0
179,https://w3id.org/scholarlydata/organisation/laas-cnrs,https://w3id.org/scholarlydata/organisation/philips-research,0
180,https://w3id.org/scholarlydata/organisation/university-of-roma-tor-vergata,https://w3id.org/scholarlydata/organisation/fraunhofer-institute-of-applied-information-technology,0
181,https://w3id.org/scholarlydata/organisation/school-of-informatics-computing-indiana-university-bloomington,https://w3id.org/scholarlydata/organisation/dfki---w3c-fellow,0
182,https://w3id.org/scholarlydata/organisation/simon-fraser-university,https://w3id.org/scholarlydata/organisation/school-of-media-science-tokyo-university-of-techno,0
183,https://w3id.org/scholarlydata/organisation/professor-at-the-university-of-oslo,https://w3id.org/scholarlydata/organisation/graduate-school-of-information-science-japan-advanced-institute-of-science-and-technology,0
184,https://w3id.org/scholarlydata/organisation/siemens-ag-osterreich,https://w3id.org/scholarlydata/organisation/inria-loria-nancy-grand-est,0
185,https://w3id.org/scholarlydata/organisation/raytheon-company,https://w3id.org/scholarlydata/organisation/charles-iii-university-of-madrid,0
186,https://w3id.org/scholarlydata/organisation/information-extraction-transport-inc,https://w3id.org/scholarlydata/organisation/university-of-yamanashi,0
187,https://w3id.org/scholarlydata/organisation/university-paris-7,https://w3id.org/scholarlydata/organisation/information-sciences-institute-university-of-southern-california,0
188,https://w3id.org/scholarlydata/organisation/modul-university,https://w3id.org/scholarlydata/organisation/australian-proteome-analysis-facility,0
189,https://w3id.org/scholarlydata/organisation/homi-bhabha-centre-for-science-education,https://w3id.org/scholarlydata/organisation/university-of-cambridge,0
190,https://w3id.org/scholarlydata/organisation/university-of-balamand,https://w3id.org/scholarlydata/organisation/winston-salem-state-university,0
191,https://w3id.org/scholarlydata/organisation/ag-semantic-computing-citec-university-of-bielefeld,https://w3id.org/scholarlydata/organisation/politecnico-di-milano-dipartimento-di-elettronica-e-informazione,0
192,https://w3id.org/scholarlydata/organisation/render,https://w3id.org/scholarlydata/organisation/cataloging-classification-quarterly,0
193,https://w3id.org/scholarlydata/organisation/university-of-bologna-at-forli,https://w3id.org/scholarlydata/organisation/easterngraphics-gmbh,0
194,https://w3id.org/scholarlydata/organisation/kmi-open-university,https://w3id.org/scholarlydata/organisation/university-of-goettingen,0
195,https://w3id.org/scholarlydata/organisation/tsinghua-u,https://w3id.org/scholarlydata/organisation/indian-institute-of-science,0
196,https://w3id.org/scholarlydata/organisation/kom-university-darmstadt,https://w3id.org/scholarlydata/organisation/ecole-de-medecine-75006-paris-france,0
197,https://w3id.org/scholarlydata/organisation/cambridge-semantics,https://w3id.org/scholarlydata/organisation/expert-system,0
198,https://w3id.org/scholarlydata/organisation/university-of-goettingen,https://w3id.org/scholarlydata/organisation/umr-cnrs-5516-universite-jean-monnet,0
199,https://w3id.org/scholarlydata/organisation/dsic-upv,https://w3id.org/scholarlydata/organisation/ibm-research-usa,0
200,https://w3id.org/scholarlydata/organisation/lip6-universite-pierre-et-marie-curie,https://w3id.org/scholarlydata/organisation/university-of-tartu,0
201,https://w3id.org/scholarlydata/organisation/indian-institute-of-technology,https://w3id.org/scholarlydata/organisation/reinvent-technology,0
202,https://w3id.org/scholarlydata/organisation/university-of-illinois-at-chicago,https://w3id.org/scholarlydata/organisation/ontology-engineering-group-universidad-politecnica,0
203,https://w3id.org/scholarlydata/organisation/goldsmiths-college-university-of-london,https://w3id.org/scholarlydata/organisation/national-insititute-of-advanced-industrial-science-and-technology-japan,0
204,https://w3id.org/scholarlydata/organisation/free-university-amsterdam,https://w3id.org/scholarlydata/organisation/indian-institute-of-technology-kharagpur,0
205,https://w3id.org/scholarlydata/organisation/digital-pebble-ltd,https://w3id.org/scholarlydata/organisation/sandia-national-laboratories,0
206,https://w3id.org/scholarlydata/organisation/university-of-montpellier,https://w3id.org/scholarlydata/organisation/digital-curation-unit-athena-research-centre,0
207,https://w3id.org/scholarlydata/organisation/university-pantheon---sorbonne-paris-i,https://w3id.org/scholarlydata/organisation/ibm-deutschland-entwicklungs-gmbh,0
208,https://w3id.org/scholarlydata/organisation/dfki-gmbh-kaiserslautern-germany,https://w3id.org/scholarlydata/organisation/politenico-di-milano,0
209,https://w3id.org/scholarlydata/organisation/wolters-kluwer,https://w3id.org/scholarlydata/organisation/vrije-universiteit-brussel,0
210,https://w3id.org/scholarlydata/organisation/ilc-cnr-pisa,https://w3id.org/scholarlydata/organisation/open-university-of-the-netherlands,0
